JURIS_NAME,YEAR,total_proposed_units,total_approved_units,total_disapproved_units,total_building_permits,total_completed_units,total_affordable_permits,total_market_rate_permits
BREA,2021,1261.0,0.0,0.0,18.0,3.0,0.0,18.0
BREA,2022,1100.0,0.0,0.0,692.0,677.0,0.0,692.0
BREA,2023,16.0,4.0,0.0,15.0,19.0,0.0,15.0
BREA,2024,27.0,6.0,0.0,17.0,8.0,3.0,14.0
BREA,2025,404.0,437.0,0.0,70.0,12.0,38.0,32.0
BRENTWOOD,2018,24.0,24.0,0.0,345.0,167.0,22.0,323.0
BRENTWOOD,2019,24.0,24.0,0.0,694.0,172.0,33.0,661.0
BRENTWOOD,2020,126.0,115.0,0.0,984.0,172.0,49.0,935.0
BRENTWOOD,2021,0.0,0.0,0.0,742.0,275.0,18.0,724.0
BRENTWOOD,2022,243.0,53.0,0.0,0.0,0.0,0.0,0.0
BRENTWOOD,2023,2.0,0.0,0.0,332.0,230.0,40.0,292.0
BRENTWOOD,2024,484.0,69.0,0.0,55.0,255.0,20.0,35.0
BRENTWOOD,2025,11.0,11.0,0.0,123.0,85.0,26.0,97.0
BRISBANE,2018,0.0,0.0,0.0,6.0,4.0,5.0,1.0
BRISBANE,2019,5.0,5.0,0.0,18.0,13.0,11.0,7.0
BRISBANE,2020,8.0,6.0,0.0,3.0,10.0,2.0,1.0
BRISBANE,2021,15.0,2.0,0.0,12.0,3.0,7.0,5.0
BRISBANE,2022,17.0,0.0,0.0,11.0,7.0,6.0,5.0
BRISBANE,2023,13.0,6.0,0.0,6.0,2.0,5.0,1.0
BRISBANE,2024,4.0,0.0,0.0,6.0,0.0,5.0,1.0
BRISBANE,2025,7.0,0.0,0.0,9.0,5.0,7.0,2.0
BUELLTON,2018,8.0,8.0,0.0,36.0,51.0,0.0,36.0
BUELLTON,2019,64.0,1.0,0.0,18.0,36.0,1.0,17.0
BUELLTON,2020,2.0,2.0,0.0,0.0,17.0,0.0,0.0
BUELLTON,2021,3.0,2.0,0.0,3.0,1.0,3.0,0.0
BUELLTON,2022,198.0,198.0,0.0,1.0,2.0,1.0,0.0
BUELLTON,2023,5.0,5.0,0.0,53.0,1.0,52.0,1.0
BUELLTON,2024,107.0,107.0,0.0,181.0,2.0,179.0,2.0
BUELLTON,2025,3.0,3.0,0.0,8.0,100.0,4.0,4.0
BUENA PARK,2018,226.0,225.0,0.0,7.0,73.0,0.0,7.0
BUENA PARK,2019,13.0,7.0,0.0,5.0,3.0,0.0,5.0
BUENA PARK,2020,223.0,218.0,0.0,109.0,6.0,58.0,51.0
BUENA PARK,2021,0.0,0.0,0.0,100.0,100.0,17.0,83.0
BUENA PARK,2022,159.0,105.0,0.0,196.0,58.0,76.0,120.0
BUENA PARK,2023,1650.0,79.0,0.0,76.0,135.0,48.0,28.0
BUENA PARK,2024,300.0,0.0,0.0,127.0,238.0,83.0,44.0
BUENA PARK,2025,505.0,207.0,0.0,308.0,372.0,240.0,68.0
BURBANK,2018,2125.0,0.0,0.0,61.0,32.0,26.0,35.0
BURBANK,2019,176.0,0.0,0.0,115.0,272.0,62.0,53.0
BURBANK,2020,480.0,0.0,0.0,196.0,103.0,56.0,140.0
BURBANK,2021,1585.0,862.0,0.0,384.0,384.0,185.0,199.0
BURBANK,2022,683.0,0.0,0.0,840.0,840.0,210.0,630.0
BURBANK,2023,762.0,0.0,0.0,325.0,103.0,166.0,159.0
BURBANK,2024,485.0,128.0,0.0,514.0,70.0,384.0,130.0
BURBANK,2025,417.0,62.0,0.0,284.0,78.0,199.0,85.0
BURLINGAME,2018,231.0,19.0,1.0,300.0,3.0,29.0,271.0
BURLINGAME,2019,695.0,283.0,0.0,10.0,5.0,0.0,10.0
BURLINGAME,2020,504.0,346.0,0.0,287.0,29.0,145.0,142.0
BURLINGAME,2021,807.0,62.0,0.0,474.0,22.0,53.0,421.0
BURLINGAME,2022,190.0,43.0,0.0,351.0,160.0,43.0,308.0
BURLINGAME,2023,45.0,33.0,0.0,999.0,199.0,176.0,823.0
BURLINGAME,2024,41.0,34.0,0.0,52.0,446.0,37.0,15.0
BURLINGAME,2025,212.0,33.0,0.0,66.0,473.0,41.0,25.0
BUTTE COUNTY,2018,214.0,29.0,0.0,153.0,0.0,80.0,73.0
BUTTE COUNTY,2019,42.0,0.0,0.0,151.0,33.0,56.0,95.0
BUTTE COUNTY,2020,205.0,0.0,0.0,342.0,71.0,159.0,183.0
BUTTE COUNTY,2021,27.0,0.0,0.0,332.0,52.0,162.0,170.0
BUTTE COUNTY,2022,23.0,0.0,0.0,243.0,244.0,86.0,157.0
BUTTE COUNTY,2023,34.0,0.0,0.0,192.0,329.0,0.0,192.0
BUTTE COUNTY,2024,16.0,0.0,0.0,171.0,158.0,0.0,171.0
BUTTE COUNTY,2025,36.0,0.0,0.0,285.0,137.0,126.0,159.0
CALABASAS,2018,190.0,9.0,3.0,83.0,15.0,5.0,78.0
CALABASAS,2019,11.0,11.0,0.0,10.0,29.0,0.0,10.0
CALABASAS,2020,13.0,13.0,0.0,7.0,2.0,5.0,2.0
CALABASAS,2021,193.0,13.0,180.0,9.0,0.0,7.0,2.0
CALABASAS,2022,130.0,0.0,0.0,6.0,0.0,4.0,2.0
CALABASAS,2023,144.0,119.0,0.0,20.0,5.0,4.0,16.0
CALABASAS,2024,28.0,20.0,0.0,21.0,6.0,5.0,16.0
CALABASAS,2025,154.0,12.0,0.0,99.0,12.0,18.0,81.0
CALAVERAS COUNTY,2018,72.0,57.0,0.0,45.0,9.0,25.0,20.0
CALAVERAS COUNTY,2019,121.0,121.0,0.0,64.0,61.0,0.0,64.0
CALAVERAS COUNTY,2020,53.0,52.0,0.0,71.0,23.0,46.0,25.0
CALAVERAS COUNTY,2021,189.0,108.0,0.0,89.0,51.0,0.0,89.0
CALAVERAS COUNTY,2022,319.0,225.0,6.0,230.0,104.0,93.0,137.0
CALAVERAS COUNTY,2023,95.0,89.0,2.0,324.0,191.0,142.0,182.0
CALAVERAS COUNTY,2024,71.0,70.0,0.0,401.0,255.0,179.0,222.0
CALAVERAS COUNTY,2025,136.0,0.0,0.0,464.0,313.0,202.0,262.0
CALEXICO,2018,27.0,0.0,27.0,0.0,0.0,0.0,0.0
CALEXICO,2019,182.0,191.0,0.0,218.0,114.0,218.0,0.0
CALEXICO,2020,135.0,135.0,0.0,31.0,31.0,31.0,0.0
CALEXICO,2021,35.0,35.0,0.0,37.0,28.0,37.0,0.0
CALEXICO,2022,49.0,49.0,0.0,101.0,39.0,97.0,4.0
CALEXICO,2023,26.0,26.0,0.0,47.0,66.0,46.0,1.0
CALEXICO,2024,107.0,96.0,0.0,81.0,95.0,78.0,3.0
CALEXICO,2025,65.0,0.0,0.0,97.0,47.0,92.0,5.0
CALIFORNIA CITY,2022,0.0,0.0,0.0,103.0,0.0,0.0,103.0
CALIFORNIA CITY,2024,135.0,0.0,0.0,134.0,15.0,0.0,134.0
CALIFORNIA CITY,2025,115.0,115.0,0.0,130.0,37.0,130.0,0.0
CALIMESA,2018,615.0,612.0,0.0,86.0,7.0,0.0,86.0
CALIMESA,2019,191.0,151.0,0.0,286.0,228.0,0.0,286.0
CALIMESA,2020,4.0,2.0,0.0,342.0,330.0,0.0,342.0
CALIMESA,2021,182.0,2.0,0.0,94.0,188.0,1.0,93.0
CALIMESA,2022,6.0,6.0,0.0,16.0,50.0,3.0,13.0
CALIMESA,2023,409.0,4.0,240.0,12.0,1.0,12.0,0.0
CALIMESA,2024,290.0,290.0,0.0,4.0,7.0,4.0,0.0
CALIPATRIA,2018,0.0,0.0,0.0,1.0,1.0,1.0,0.0
CALIPATRIA,2019,1.0,1.0,0.0,1.0,0.0,1.0,0.0
CALIPATRIA,2021,10.0,0.0,0.0,0.0,0.0,0.0,0.0
CALIPATRIA,2022,8.0,0.0,0.0,5.0,0.0,5.0,0.0
CALIPATRIA,2023,5.0,5.0,0.0,3.0,7.0,3.0,0.0
CALIPATRIA,2025,4.0,4.0,0.0,4.0,0.0,4.0,0.0
CALISTOGA,2018,83.0,79.0,4.0,10.0,37.0,4.0,6.0
CALISTOGA,2019,5.0,5.0,0.0,13.0,9.0,3.0,10.0
CALISTOGA,2020,143.0,130.0,0.0,9.0,3.0,6.0,3.0
CALISTOGA,2021,51.0,1.0,0.0,15.0,15.0,0.0,15.0
CALISTOGA,2022,24.0,0.0,0.0,84.0,0.0,80.0,4.0
CALISTOGA,2023,33.0,0.0,0.0,8.0,1.0,0.0,8.0
CALISTOGA,2024,0.0,0.0,0.0,26.0,9.0,2.0,24.0
CALISTOGA,2025,0.0,0.0,0.0,26.0,93.0,2.0,24.0
CAMARILLO,2018,2.0,2.0,0.0,467.0,718.0,229.0,238.0
CAMARILLO,2019,20.0,20.0,0.0,88.0,350.0,16.0,72.0
CAMARILLO,2020,637.0,184.0,0.0,112.0,143.0,17.0,95.0
CAMARILLO,2021,28.0,28.0,0.0,168.0,103.0,7.0,161.0
CAMARILLO,2022,39.0,39.0,0.0,44.0,149.0,24.0,20.0
CAMARILLO,2023,69.0,54.0,15.0,94.0,60.0,89.0,5.0
CAMARILLO,2024,33.0,33.0,0.0,548.0,17.0,94.0,454.0
CAMARILLO,2025,45.0,0.0,0.0,177.0,275.0,39.0,138.0
CAMPBELL,2018,53.0,53.0,0.0,53.0,230.0,7.0,46.0
CAMPBELL,2019,135.0,134.0,1.0,89.0,275.0,7.0,82.0
CAMPBELL,2020,272.0,198.0,0.0,146.0,303.0,7.0,139.0
CAMPBELL,2021,34.0,26.0,0.0,216.0,303.0,9.0,207.0
CAMPBELL,2022,204.0,70.0,0.0,284.0,337.0,9.0,275.0
CAMPBELL,2023,596.0,36.0,0.0,418.0,405.0,37.0,381.0
CAMPBELL,2024,272.0,131.0,0.0,511.0,471.0,100.0,411.0
CAMPBELL,2025,429.0,26.0,0.0,620.0,560.0,143.0,477.0
CANYON LAKE,2018,0.0,0.0,0.0,14.0,15.0,0.0,14.0
CANYON LAKE,2019,7.0,0.0,7.0,0.0,7.0,0.0,0.0
CANYON LAKE,2020,8.0,8.0,0.0,8.0,8.0,0.0,8.0
CANYON LAKE,2021,10.0,10.0,0.0,0.0,0.0,0.0,0.0
CANYON LAKE,2022,10.0,10.0,0.0,10.0,0.0,0.0,10.0
CANYON LAKE,2023,14.0,0.0,0.0,14.0,2.0,0.0,14.0
CANYON LAKE,2024,11.0,10.0,0.0,11.0,11.0,0.0,11.0
CAPITOLA,2018,27.0,27.0,0.0,19.0,19.0,3.0,16.0
CAPITOLA,2019,21.0,21.0,0.0,27.0,7.0,0.0,27.0
CAPITOLA,2020,11.0,11.0,0.0,13.0,11.0,3.0,10.0
CAPITOLA,2021,8.0,8.0,0.0,11.0,2.0,5.0,6.0
CAPITOLA,2022,47.0,47.0,0.0,16.0,9.0,5.0,11.0
CAPITOLA,2023,69.0,14.0,0.0,63.0,13.0,63.0,0.0
CAPITOLA,2024,78.0,71.0,0.0,89.0,9.0,64.0,25.0
CAPITOLA,2025,23.0,22.0,0.0,64.0,47.0,46.0,18.0
CARLSBAD,2018,369.0,39.0,0.0,243.0,218.0,33.0,210.0
CARLSBAD,2019,436.0,30.0,0.0,322.0,548.0,110.0,212.0
CARLSBAD,2020,191.0,122.0,0.0,377.0,551.0,117.0,260.0
CARLSBAD,2021,255.0,234.0,0.0,150.0,409.0,74.0,76.0
CARLSBAD,2022,286.0,37.0,0.0,125.0,220.0,82.0,43.0
CARLSBAD,2023,298.0,43.0,0.0,640.0,65.0,296.0,344.0
CARLSBAD,2024,241.0,55.0,0.0,289.0,234.0,68.0,221.0
CARLSBAD,2025,813.0,219.0,0.0,343.0,719.0,36.0,307.0
CARMEL,2018,36.0,30.0,0.0,13.0,3.0,1.0,12.0
CARMEL,2019,25.0,25.0,0.0,4.0,4.0,1.0,3.0
CARMEL,2020,94.0,52.0,0.0,30.0,7.0,3.0,27.0
CARMEL,2021,27.0,14.0,0.0,19.0,12.0,1.0,18.0
CARMEL,2022,9.0,0.0,0.0,30.0,16.0,0.0,30.0
CARMEL,2023,16.0,16.0,0.0,67.0,37.0,9.0,58.0
CARMEL,2024,20.0,0.0,0.0,22.0,9.0,0.0,22.0
CARMEL,2025,23.0,7.0,0.0,23.0,15.0,0.0,23.0
CARPINTERIA,2018,56.0,0.0,5.0,1.0,0.0,0.0,1.0
CARPINTERIA,2019,4.0,0.0,0.0,25.0,4.0,0.0,25.0
CARPINTERIA,2020,0.0,0.0,0.0,14.0,12.0,0.0,14.0
CARPINTERIA,2021,1.0,1.0,0.0,11.0,16.0,0.0,11.0
CARPINTERIA,2022,7.0,0.0,0.0,1.0,9.0,0.0,1.0
CARPINTERIA,2023,87.0,45.0,0.0,10.0,1.0,0.0,10.0
CARPINTERIA,2024,181.0,22.0,0.0,43.0,19.0,9.0,34.0
CARPINTERIA,2025,209.0,15.0,0.0,20.0,12.0,3.0,17.0
CARSON,2018,33.0,33.0,0.0,8.0,6.0,2.0,6.0
CARSON,2019,283.0,283.0,0.0,248.0,18.0,0.0,248.0
CARSON,2020,159.0,159.0,0.0,6.0,13.0,0.0,6.0
CARSON,2021,471.0,361.0,0.0,83.0,14.0,0.0,83.0
CARSON,2022,0.0,0.0,0.0,6.0,19.0,0.0,6.0
CARSON,2023,174.0,22.0,0.0,115.0,67.0,0.0,115.0
CARSON,2024,1383.0,0.0,0.0,86.0,69.0,0.0,86.0
CARSON,2025,100.0,100.0,0.0,45.0,37.0,0.0,45.0
CATHEDRAL,2018,89.0,0.0,89.0,89.0,0.0,0.0,89.0
CATHEDRAL,2019,144.0,0.0,144.0,144.0,0.0,0.0,144.0
CATHEDRAL,2020,264.0,264.0,0.0,264.0,207.0,15.0,249.0
CATHEDRAL,2021,222.0,222.0,0.0,222.0,185.0,75.0,147.0
CATHEDRAL,2022,73.0,72.0,0.0,67.0,80.0,19.0,48.0
CATHEDRAL,2023,356.0,129.0,0.0,133.0,14.0,26.0,107.0
CATHEDRAL,2024,1056.0,1033.0,0.0,117.0,54.0,13.0,104.0
CATHEDRAL,2025,213.0,177.0,0.0,295.0,205.0,121.0,174.0
CERES,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERES,2019,0.0,0.0,0.0,64.0,0.0,6.0,58.0
CERES,2020,0.0,0.0,0.0,15.0,0.0,2.0,13.0
CERES,2024,111.0,0.0,0.0,54.0,26.0,0.0,54.0
CERES,2025,84.0,81.0,0.0,25.0,17.0,0.0,25.0
CERRITOS,2019,3.0,3.0,0.0,3.0,1.0,3.0,0.0
CERRITOS,2020,7.0,6.0,0.0,0.0,0.0,0.0,0.0
CERRITOS,2021,7.0,6.0,0.0,3.0,3.0,3.0,0.0
CERRITOS,2022,9.0,9.0,0.0,6.0,2.0,4.0,2.0
CERRITOS,2023,11.0,11.0,0.0,14.0,3.0,5.0,9.0
CERRITOS,2024,10.0,5.0,0.0,6.0,7.0,5.0,1.0
CERRITOS,2025,8.0,8.0,0.0,14.0,11.0,5.0,9.0
CHICO,2018,944.0,941.0,3.0,450.0,560.0,2.0,448.0
CHICO,2019,289.0,289.0,0.0,714.0,477.0,143.0,571.0
CHICO,2020,516.0,516.0,0.0,497.0,421.0,58.0,439.0
CHICO,2021,475.0,98.0,0.0,807.0,575.0,491.0,316.0
CHICO,2022,202.0,84.0,0.0,821.0,813.0,560.0,261.0
CHICO,2023,483.0,483.0,0.0,224.0,623.0,42.0,182.0
CHICO,2024,493.0,454.0,0.0,298.0,711.0,221.0,77.0
CHICO,2025,6.0,6.0,0.0,244.0,343.0,159.0,85.0
CHINO,2018,964.0,776.0,0.0,915.0,696.0,0.0,915.0
CHINO,2019,24.0,8.0,0.0,550.0,706.0,0.0,550.0
CHINO,2020,512.0,512.0,0.0,824.0,581.0,0.0,824.0
CHINO,2021,911.0,909.0,0.0,759.0,406.0,0.0,759.0
CHINO,2022,422.0,422.0,0.0,919.0,522.0,25.0,894.0
CHINO,2023,223.0,1.0,0.0,207.0,62.0,0.0,207.0
CHINO,2024,2142.0,579.0,0.0,747.0,406.0,12.0,735.0
CHINO,2025,582.0,132.0,0.0,737.0,419.0,12.0,725.0
CHINO HILLS,2018,4.0,4.0,0.0,224.0,807.0,0.0,224.0
CHINO HILLS,2019,399.0,0.0,399.0,60.0,305.0,0.0,60.0
CHINO HILLS,2020,434.0,3.0,0.0,37.0,62.0,5.0,32.0
CHINO HILLS,2021,4.0,3.0,0.0,18.0,29.0,14.0,4.0
CHINO HILLS,2022,3.0,3.0,0.0,62.0,23.0,16.0,46.0
CHINO HILLS,2023,6.0,6.0,0.0,40.0,17.0,23.0,17.0
CHINO HILLS,2024,194.0,6.0,1.0,81.0,96.0,21.0,60.0
CHINO HILLS,2025,613.0,3.0,0.0,140.0,111.0,0.0,140.0
CHOWCHILLA,2018,200.0,0.0,200.0,50.0,50.0,50.0,0.0
CHOWCHILLA,2019,200.0,0.0,200.0,9.0,9.0,4.0,5.0
CHOWCHILLA,2020,28.0,28.0,0.0,0.0,0.0,0.0,0.0
CHOWCHILLA,2021,140.0,0.0,0.0,53.0,0.0,0.0,53.0
CHOWCHILLA,2022,79.0,79.0,0.0,79.0,32.0,0.0,79.0
CHOWCHILLA,2023,156.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOWCHILLA,2024,0.0,0.0,0.0,50.0,0.0,0.0,50.0
CHOWCHILLA,2025,789.0,503.0,0.0,121.0,36.0,119.0,2.0
CHULA VISTA,2018,736.0,130.0,0.0,1777.0,290.0,0.0,1777.0
CHULA VISTA,2019,2737.0,0.0,0.0,2126.0,1394.0,0.0,2126.0
CHULA VISTA,2020,1300.0,219.0,0.0,960.0,1255.0,0.0,960.0
CHULA VISTA,2021,1606.0,1332.0,0.0,1852.0,774.0,123.0,1729.0
CHULA VISTA,2022,3059.0,1452.0,0.0,1182.0,1341.0,371.0,811.0
CHULA VISTA,2023,1602.0,1603.0,0.0,879.0,1062.0,254.0,625.0
CHULA VISTA,2024,668.0,673.0,0.0,1643.0,1348.0,282.0,1361.0
CHULA VISTA,2025,2047.0,0.0,0.0,723.0,1428.0,224.0,499.0
CITRUS HEIGHTS,2018,356.0,302.0,0.0,19.0,7.0,2.0,17.0
CITRUS HEIGHTS,2019,69.0,47.0,0.0,19.0,24.0,7.0,12.0
CITRUS HEIGHTS,2020,0.0,0.0,0.0,34.0,6.0,8.0,26.0
CITRUS HEIGHTS,2021,30.0,0.0,0.0,358.0,77.0,167.0,191.0
CITRUS HEIGHTS,2022,111.0,0.0,0.0,159.0,187.0,41.0,118.0
CITRUS HEIGHTS,2023,112.0,0.0,94.0,44.0,121.0,29.0,15.0
CITRUS HEIGHTS,2024,26.0,26.0,0.0,40.0,150.0,20.0,20.0
CITRUS HEIGHTS,2025,3.0,0.0,0.0,180.0,25.0,153.0,27.0
CLAREMONT,2018,38.0,38.0,0.0,37.0,50.0,7.0,30.0
CLAREMONT,2019,56.0,56.0,0.0,66.0,306.0,23.0,43.0
CLAREMONT,2020,41.0,39.0,0.0,49.0,25.0,12.0,37.0
CLAREMONT,2021,116.0,34.0,0.0,45.0,14.0,21.0,24.0
CLAREMONT,2022,817.0,81.0,0.0,53.0,27.0,16.0,37.0
CLAREMONT,2023,259.0,194.0,0.0,74.0,75.0,38.0,36.0
CLAREMONT,2024,102.0,187.0,0.0,139.0,26.0,118.0,21.0
CLAREMONT,2025,13.0,29.0,0.0,52.0,29.0,28.0,24.0
CLAYTON,2020,21.0,0.0,0.0,3.0,2.0,3.0,0.0
CLAYTON,2021,0.0,0.0,0.0,2.0,2.0,2.0,0.0
CLAYTON,2022,5.0,5.0,0.0,23.0,0.0,7.0,16.0
CLAYTON,2023,73.0,8.0,0.0,0.0,21.0,0.0,0.0
CLAYTON,2024,0.0,0.0,0.0,11.0,3.0,5.0,6.0
CLEARLAKE,2018,25.0,0.0,24.0,10.0,0.0,5.0,5.0
CLEARLAKE,2019,13.0,13.0,0.0,15.0,0.0,10.0,5.0
CLEARLAKE,2020,16.0,15.0,0.0,6.0,0.0,5.0,1.0
CLEARLAKE,2021,16.0,16.0,0.0,118.0,0.0,118.0,0.0
CLEARLAKE,2022,194.0,192.0,0.0,0.0,0.0,0.0,0.0
CLEARLAKE,2023,14.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEARLAKE,2024,278.0,197.0,0.0,197.0,87.0,182.0,15.0
CLEARLAKE,2025,89.0,95.0,0.0,0.0,0.0,0.0,0.0
CLOVERDALE,2018,40.0,40.0,0.0,14.0,14.0,0.0,14.0
CLOVERDALE,2019,336.0,10.0,325.0,29.0,21.0,5.0,24.0
CLOVERDALE,2020,26.0,2.0,0.0,3.0,29.0,0.0,3.0
CLOVERDALE,2021,75.0,0.0,0.0,32.0,4.0,22.0,10.0
CLOVERDALE,2022,187.0,187.0,0.0,107.0,24.0,103.0,4.0
CLOVERDALE,2023,25.0,0.0,0.0,26.0,3.0,24.0,2.0
CLOVERDALE,2024,81.0,78.0,0.0,101.0,1.0,74.0,27.0
CLOVERDALE,2025,55.0,0.0,0.0,3.0,27.0,3.0,0.0
CLOVIS,2018,1417.0,1416.0,1.0,1107.0,577.0,413.0,694.0
CLOVIS,2019,1002.0,1002.0,0.0,1093.0,940.0,567.0,526.0
CLOVIS,2020,1124.0,1124.0,0.0,1124.0,1361.0,479.0,645.0
CLOVIS,2021,598.0,336.0,0.0,929.0,1168.0,505.0,424.0
CLOVIS,2022,1342.0,1342.0,0.0,854.0,577.0,396.0,458.0
CLOVIS,2023,3194.0,227.0,0.0,691.0,644.0,25.0,666.0
CLOVIS,2024,3212.0,3048.0,0.0,1467.0,1165.0,362.0,1105.0
CLOVIS,2025,3688.0,3688.0,0.0,916.0,609.0,60.0,856.0
COACHELLA,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COACHELLA,2020,120.0,120.0,0.0,342.0,0.0,277.0,65.0
COACHELLA,2021,457.0,107.0,0.0,176.0,110.0,176.0,0.0
COACHELLA,2022,9852.0,0.0,0.0,244.0,82.0,52.0,192.0
COACHELLA,2023,82.0,81.0,0.0,316.0,80.0,183.0,133.0
COACHELLA,2024,91.0,54.0,0.0,189.0,55.0,92.0,97.0
COACHELLA,2025,1723.0,77.0,0.0,163.0,139.0,129.0,34.0
COALINGA,2018,0.0,0.0,0.0,44.0,0.0,14.0,30.0
COALINGA,2019,0.0,0.0,0.0,68.0,0.0,0.0,68.0
COALINGA,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COALINGA,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COALINGA,2022,0.0,0.0,0.0,155.0,0.0,155.0,0.0
COALINGA,2023,0.0,0.0,0.0,155.0,0.0,155.0,0.0
COALINGA,2024,46.0,0.0,0.0,0.0,0.0,0.0,0.0
COALINGA,2025,0.0,0.0,0.0,1.0,2.0,1.0,0.0
COLFAX,2019,0.0,0.0,0.0,20.0,0.0,0.0,20.0
COLFAX,2020,0.0,0.0,0.0,14.0,0.0,5.0,9.0
COLFAX,2021,0.0,0.0,0.0,14.0,28.0,5.0,9.0
COLFAX,2022,8.0,8.0,0.0,9.0,9.0,1.0,8.0
COLFAX,2024,1.0,1.0,0.0,1.0,1.0,0.0,1.0
COLFAX,2025,5.0,3.0,0.0,0.0,0.0,0.0,0.0
COLMA,2018,0.0,0.0,0.0,69.0,7.0,65.0,4.0
COLMA,2019,0.0,0.0,0.0,66.0,67.0,65.0,1.0
COLMA,2025,1.0,1.0,0.0,1.0,0.0,1.0,0.0
COLTON,2018,7.0,0.0,0.0,69.0,0.0,0.0,69.0
COLTON,2019,13.0,0.0,0.0,61.0,0.0,0.0,61.0
COLTON,2020,62.0,62.0,0.0,87.0,0.0,0.0,87.0
COLTON,2021,21.0,21.0,0.0,44.0,0.0,0.0,44.0
COLTON,2022,50.0,50.0,0.0,55.0,0.0,0.0,55.0
COLTON,2023,53.0,53.0,0.0,28.0,21.0,0.0,28.0
COLTON,2024,49.0,32.0,0.0,63.0,48.0,21.0,42.0
COLTON,2025,153.0,153.0,0.0,53.0,52.0,23.0,30.0
COLUSA,2018,180.0,180.0,0.0,9.0,1.0,0.0,9.0
COLUSA,2020,24.0,24.0,0.0,39.0,14.0,31.0,8.0
COLUSA,2022,14.0,0.0,0.0,26.0,26.0,16.0,10.0
COLUSA,2023,105.0,0.0,0.0,114.0,0.0,114.0,0.0
COLUSA,2025,0.0,0.0,0.0,55.0,0.0,48.0,7.0
COLUSA COUNTY,2018,12.0,11.0,0.0,11.0,7.0,5.0,6.0
COLUSA COUNTY,2019,4.0,4.0,0.0,4.0,1.0,4.0,0.0
COLUSA COUNTY,2020,0.0,0.0,0.0,20.0,0.0,13.0,7.0
COLUSA COUNTY,2021,0.0,0.0,0.0,21.0,2.0,11.0,10.0
COLUSA COUNTY,2022,0.0,0.0,0.0,9.0,18.0,7.0,2.0
COLUSA COUNTY,2023,0.0,0.0,0.0,4.0,18.0,2.0,2.0
COLUSA COUNTY,2024,0.0,0.0,0.0,12.0,3.0,8.0,4.0
COLUSA COUNTY,2025,7.0,0.0,0.0,5.0,1.0,4.0,1.0
COMMERCE,2021,0.0,0.0,0.0,36.0,4.0,0.0,36.0
COMMERCE,2022,15.0,4.0,0.0,5.0,0.0,5.0,0.0
COMMERCE,2023,19.0,21.0,0.0,3.0,0.0,0.0,3.0
COMMERCE,2025,80.0,0.0,0.0,0.0,0.0,0.0,0.0
COMPTON,2018,49.0,49.0,0.0,0.0,0.0,0.0,0.0
COMPTON,2019,40.0,40.0,0.0,73.0,14.0,0.0,73.0
COMPTON,2020,408.0,405.0,0.0,39.0,0.0,0.0,39.0
COMPTON,2021,617.0,616.0,0.0,44.0,4.0,0.0,44.0
COMPTON,2022,12.0,12.0,0.0,87.0,0.0,0.0,87.0
COMPTON,2023,7.0,7.0,0.0,95.0,12.0,0.0,95.0
CONCORD,2018,292.0,292.0,0.0,24.0,58.0,0.0,24.0
CONCORD,2019,296.0,296.0,0.0,56.0,28.0,1.0,55.0
CONCORD,2020,345.0,0.0,0.0,286.0,28.0,4.0,282.0
CONCORD,2021,192.0,100.0,0.0,43.0,59.0,0.0,43.0
CONCORD,2022,86.0,30.0,0.0,144.0,126.0,61.0,83.0
CONCORD,2023,113.0,19.0,0.0,336.0,203.0,255.0,81.0
CONCORD,2024,341.0,0.0,0.0,152.0,91.0,89.0,63.0
CONCORD,2025,108.0,30.0,0.0,253.0,139.0,238.0,15.0
CONTRA COSTA COUNTY,2018,77.0,61.0,0.0,669.0,76.0,235.0,434.0
CONTRA COSTA COUNTY,2019,9.0,0.0,0.0,219.0,238.0,5.0,214.0
CONTRA COSTA COUNTY,2020,522.0,414.0,8.0,138.0,403.0,1.0,137.0
CONTRA COSTA COUNTY,2021,266.0,132.0,0.0,527.0,347.0,105.0,422.0
CONTRA COSTA COUNTY,2022,125.0,124.0,0.0,738.0,161.0,193.0,545.0
CONTRA COSTA COUNTY,2023,270.0,170.0,1.0,971.0,476.0,373.0,598.0
CONTRA COSTA COUNTY,2024,312.0,266.0,0.0,782.0,247.0,381.0,401.0
CONTRA COSTA COUNTY,2025,426.0,383.0,0.0,480.0,364.0,267.0,213.0
CORCORAN,2019,50.0,49.0,1.0,0.0,0.0,0.0,0.0
CORCORAN,2020,3.0,5.0,0.0,3.0,0.0,3.0,0.0
CORCORAN,2021,15.0,15.0,0.0,15.0,0.0,15.0,0.0
CORCORAN,2022,19.0,0.0,0.0,19.0,15.0,18.0,1.0
CORCORAN,2023,58.0,0.0,0.0,58.0,24.0,56.0,2.0
CORCORAN,2024,11.0,0.0,0.0,11.0,11.0,0.0,11.0
CORNING,2018,0.0,0.0,0.0,17.0,0.0,4.0,13.0
CORNING,2019,64.0,64.0,0.0,16.0,16.0,16.0,0.0
